artist_names,track_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,popularity_score1,popularity_score2
Pogány Induló,Úgy Hiszem,spotify:track:2zIijzos3rNY6DkvX2ZYDX,0.812,0.598,5,-10.769,0,0.196,0.177,7.58e-05,0.135,0.534,146.995,audio_features,2zIijzos3rNY6DkvX2ZYDX,https://api.spotify.com/v1/tracks/2zIijzos3rNY6DkvX2ZYDX,https://api.spotify.com/v1/audio-analysis/2zIijzos3rNY6DkvX2ZYDX,199184,4,0.0890121674673689,0.1212103461845758
"mgk, blackbear",my ex's best friend (with blackbear),spotify:track:70rFIfYN7lU6iTgUIVP42w,0.728,0.685,5,-5.096,0,0.0433,0.00391,0.0,0.152,0.33,124.934,audio_features,70rFIfYN7lU6iTgUIVP42w,https://api.spotify.com/v1/tracks/70rFIfYN7lU6iTgUIVP42w,https://api.spotify.com/v1/audio-analysis/70rFIfYN7lU6iTgUIVP42w,138970,4,0.0092914530689291,0.0126524302810119
Artemas,if u think i'm pretty,spotify:track:34Yl756FwYuZldE9xnshj5,0.535,0.622,8,-5.771,1,0.0593,0.541,0.0209,0.402,0.457,143.533,audio_features,34Yl756FwYuZldE9xnshj5,https://api.spotify.com/v1/tracks/34Yl756FwYuZldE9xnshj5,https://api.spotify.com/v1/audio-analysis/34Yl756FwYuZldE9xnshj5,128206,4,0.0184021941103908,0.0250587799639182
Pogány Induló,Zártosztály,spotify:track:7IwSNtKoubNDaFlq2wSnuy,0.862,0.568,6,-9.033,0,0.309,0.08,0.0,0.0753,0.536,90.94,audio_features,7IwSNtKoubNDaFlq2wSnuy,https://api.spotify.com/v1/tracks/7IwSNtKoubNDaFlq2wSnuy,https://api.spotify.com/v1/audio-analysis/7IwSNtKoubNDaFlq2wSnuy,174936,4,0.0102008511980625,0.0138907830274751
Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,spotify:track:1SV1fxF65n9NhRHp3KlBuu,0.773,0.511,11,-8.914,1,0.0324,0.322,0.0,0.0672,0.775,94.711,audio_features,1SV1fxF65n9NhRHp3KlBuu,https://api.spotify.com/v1/tracks/1SV1fxF65n9NhRHp3KlBuu,https://api.spotify.com/v1/audio-analysis/1SV1fxF65n9NhRHp3KlBuu,227653,4,0.0127651183420729,0.0173826169764594
"Ótvar Pestis, Pogány Induló",Alattam,spotify:track:7z8qjxDBAIVfYhZdiJslaS,0.764,0.721,7,-6.094,1,0.391,0.0736,0.0,0.12,0.536,97.496,audio_features,7z8qjxDBAIVfYhZdiJslaS,https://api.spotify.com/v1/tracks/7z8qjxDBAIVfYhZdiJslaS,https://api.spotify.com/v1/audio-analysis/7z8qjxDBAIVfYhZdiJslaS,191782,4,0.0134290593873823,0.0182867239793318
"Alan Walker, Sabrina Carpenter, Farruko",On My Way,spotify:track:4n7jnSxVLd8QioibtTDBDq,0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087,audio_features,4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/tracks/4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/audio-analysis/4n7jnSxVLd8QioibtTDBDq,193798,4,0.0128091401540381,0.0174425627032043
"Pogány Induló, Parno Graszt",Székelykapu,spotify:track:13EtEH0X61xnyEChVmeb2Q,0.769,0.778,7,-7.526,0,0.13,0.257,0.0,0.251,0.623,120.058,audio_features,13EtEH0X61xnyEChVmeb2Q,https://api.spotify.com/v1/tracks/13EtEH0X61xnyEChVmeb2Q,https://api.spotify.com/v1/audio-analysis/13EtEH0X61xnyEChVmeb2Q,170000,4,0.0742686160616121,0.1011336418336005
"Manuel, ekhoe",Legenda,spotify:track:1nQYFGRi8UIO4f6NNlfRnl,0.712,0.636,8,-7.013,0,0.0501,0.15,1.19e-06,0.0983,0.288,100.018,audio_features,1nQYFGRi8UIO4f6NNlfRnl,https://api.spotify.com/v1/tracks/1nQYFGRi8UIO4f6NNlfRnl,https://api.spotify.com/v1/audio-analysis/1nQYFGRi8UIO4f6NNlfRnl,260500,4,0.0188854285509919,0.0257168137530071
"Beton.Hofi, Hundred Sins, laurie., Dom Beats",HOLNAP MEGÁLLNAK AZ ÓRÁK,spotify:track:6DWhDivRPga2RL1A75heOa,0.431,0.892,0,-4.987,0,0.429,0.0673,7.5e-05,0.419,0.64,181.961,audio_features,6DWhDivRPga2RL1A75heOa,https://api.spotify.com/v1/tracks/6DWhDivRPga2RL1A75heOa,https://api.spotify.com/v1/audio-analysis/6DWhDivRPga2RL1A75heOa,221538,4,0.0354069044162172,0.0482145673307772
Dua Lipa,Levitating,spotify:track:39LLxExYz6ewLAcYrzQQyP,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,audio_features,39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/tracks/39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/audio-analysis/39LLxExYz6ewLAcYrzQQyP,203808,4,0.009431498738497,0.0128431343675762
"Major Lazer, MØ, DJ Snake",Lean On (feat. MØ & DJ Snake),spotify:track:1qE47wUKG2juJwPoLqg4C9,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,audio_features,1qE47wUKG2juJwPoLqg4C9,https://api.spotify.com/v1/tracks/1qE47wUKG2juJwPoLqg4C9,https://api.spotify.com/v1/audio-analysis/1qE47wUKG2juJwPoLqg4C9,176561,4,0.0078753627628157,0.0107241006928626
"Martin Garrix, Bonn",High On Life (feat. Bonn),spotify:track:4ut5G4rgB1ClpMTMfjoIuy,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,audio_features,4ut5G4rgB1ClpMTMfjoIuy,https://api.spotify.com/v1/tracks/4ut5G4rgB1ClpMTMfjoIuy,https://api.spotify.com/v1/audio-analysis/4ut5G4rgB1ClpMTMfjoIuy,230762,4,0.0078390494516498,0.0106746518462299
"Kygo, Miguel",Remind Me to Forget,spotify:track:6xTU6B6nFwKKTSZ9ySXS80,0.689,0.505,0,-6.389,1,0.0933,0.158,0.0,0.138,0.312,99.017,audio_features,6xTU6B6nFwKKTSZ9ySXS80,https://api.spotify.com/v1/tracks/6xTU6B6nFwKKTSZ9ySXS80,https://api.spotify.com/v1/audio-analysis/6xTU6B6nFwKKTSZ9ySXS80,217293,4,0.0080993747620325,0.011029144067798
Jonas Brothers,What A Man Gotta Do,spotify:track:4wNIkl5XGiAACjFBlDWuSd,0.853,0.696,9,-7.206,1,0.0633,0.00852,1e-06,0.0773,0.324,113.026,audio_features,4wNIkl5XGiAACjFBlDWuSd,https://api.spotify.com/v1/tracks/4wNIkl5XGiAACjFBlDWuSd,https://api.spotify.com/v1/audio-analysis/4wNIkl5XGiAACjFBlDWuSd,180645,4,0.0119718312378506,0.0163023758446862
"GIMS, Morad, SativaMusic",SEYA,spotify:track:0Fyqe4e5VjCaFjNSNYWa25,0.793,0.68,10,-4.905,0,0.0724,0.216,0.000723,0.139,0.454,100.893,audio_features,0Fyqe4e5VjCaFjNSNYWa25,https://api.spotify.com/v1/tracks/0Fyqe4e5VjCaFjNSNYWa25,https://api.spotify.com/v1/audio-analysis/0Fyqe4e5VjCaFjNSNYWa25,188488,4,0.0177924673360104,0.0242284980428792
"Pogány Induló, ekhoe",15,spotify:track:3bccJlU6zh1SZ79jvduQ06,0.771,0.705,9,-8.323,1,0.365,0.0904,0.0,0.254,0.232,140.004,audio_features,3bccJlU6zh1SZ79jvduQ06,https://api.spotify.com/v1/tracks/3bccJlU6zh1SZ79jvduQ06,https://api.spotify.com/v1/audio-analysis/3bccJlU6zh1SZ79jvduQ06,144000,4,0.0371434729842912,0.0505793010890767
Ed Sheeran,Perfect,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3,0.0078237836912745,0.0106538640353889
"Drake, Yeat",IDGAF (feat. Yeat),spotify:track:2YSzYUF3jWqb9YP9VXmpjE,0.673,0.672,8,-8.577,1,0.224,0.0466,0.000284,0.193,0.14,136.902,audio_features,2YSzYUF3jWqb9YP9VXmpjE,https://api.spotify.com/v1/tracks/2YSzYUF3jWqb9YP9VXmpjE,https://api.spotify.com/v1/audio-analysis/2YSzYUF3jWqb9YP9VXmpjE,260111,4,0.0212811498090944,0.0289791340775043
Dove Cameron,Boyfriend,spotify:track:59CfNbkERJ3NoTXDvoURjj,0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,audio_features,59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/tracks/59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/audio-analysis/59CfNbkERJ3NoTXDvoURjj,153000,3,0.0181375824756188,0.024698450935115
The White Stripes,Seven Nation Army,spotify:track:1jNOi6m3Hn8nLEeHCp5Msr,0.753,0.457,0,-7.709,1,0.0767,0.00679,0.484,0.311,0.297,123.913,audio_features,1jNOi6m3Hn8nLEeHCp5Msr,https://api.spotify.com/v1/tracks/1jNOi6m3Hn8nLEeHCp5Msr,https://api.spotify.com/v1/audio-analysis/1jNOi6m3Hn8nLEeHCp5Msr,231800,4,0.0069439942700076,0.009455830290616
"Toby Romeo, Felix Jaehn, FAULHABER",Where The Lights Are Low,spotify:track:0Cnb8XdGDMHAmIRBUJMkIS,0.759,0.807,8,-5.812,0,0.122,0.448,0.0,0.105,0.62,123.904,audio_features,0Cnb8XdGDMHAmIRBUJMkIS,https://api.spotify.com/v1/tracks/0Cnb8XdGDMHAmIRBUJMkIS,https://api.spotify.com/v1/audio-analysis/0Cnb8XdGDMHAmIRBUJMkIS,136996,4,0.008323425453675,0.0113342401312866
Chris Rea,Driving Home for Christmas - 2019 Remaster,spotify:track:27qAMKrDdKEs8HDXcvR24R,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,audio_features,27qAMKrDdKEs8HDXcvR24R,https://api.spotify.com/v1/tracks/27qAMKrDdKEs8HDXcvR24R,https://api.spotify.com/v1/audio-analysis/27qAMKrDdKEs8HDXcvR24R,241627,4,0.015602851674322,0.0212468374461779
Carson Coma,Polaroid,spotify:track:6lIaDWcrD4HkkmGvNYlT8M,0.58,0.679,10,-8.499,0,0.0355,0.0651,0.0,0.467,0.854,121.072,audio_features,6lIaDWcrD4HkkmGvNYlT8M,https://api.spotify.com/v1/tracks/6lIaDWcrD4HkkmGvNYlT8M,https://api.spotify.com/v1/audio-analysis/6lIaDWcrD4HkkmGvNYlT8M,234493,4,0.0124352413366065,0.0169334142756536
Pogány Induló,Mámor,spotify:track:1zWdoNRmxhBaAJiJI2SI7j,0.704,0.6,10,-9.297,0,0.226,0.553,0.0,0.377,0.235,141.641,audio_features,1zWdoNRmxhBaAJiJI2SI7j,https://api.spotify.com/v1/tracks/1zWdoNRmxhBaAJiJI2SI7j,https://api.spotify.com/v1/audio-analysis/1zWdoNRmxhBaAJiJI2SI7j,176396,4,0.0751111091996776,0.1022808881913582
Polo G,RAPSTAR,spotify:track:43PGPuHIlVOc04jrZVh9L6,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,audio_features,43PGPuHIlVOc04jrZVh9L6,https://api.spotify.com/v1/tracks/43PGPuHIlVOc04jrZVh9L6,https://api.spotify.com/v1/audio-analysis/43PGPuHIlVOc04jrZVh9L6,165926,4,0.0163722116442894,0.0219784282465155
"T. Danny, Manuel",Szeretsz-e,spotify:track:19VmOgLl88ZWU6WXgatfEM,0.949,0.28,9,-7.122,0,0.0674,0.375,0.0,0.112,0.35,120.054,audio_features,19VmOgLl88ZWU6WXgatfEM,https://api.spotify.com/v1/tracks/19VmOgLl88ZWU6WXgatfEM,https://api.spotify.com/v1/audio-analysis/19VmOgLl88ZWU6WXgatfEM,174000,4,0.0204815909680524,0.0274949522548367
iñigo quintero,Si No Estás,spotify:track:2HafqoJbgXdtjwCOvNEF14,0.537,0.421,5,-8.72,1,0.0285,0.827,0.0,0.138,0.524,98.224,audio_features,2HafqoJbgXdtjwCOvNEF14,https://api.spotify.com/v1/tracks/2HafqoJbgXdtjwCOvNEF14,https://api.spotify.com/v1/audio-analysis/2HafqoJbgXdtjwCOvNEF14,184061,4,0.0224764988808309,0.0301729618831023
"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),spotify:track:2etHQJxIbV0soyPhelVs9Y,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,audio_features,2etHQJxIbV0soyPhelVs9Y,https://api.spotify.com/v1/tracks/2etHQJxIbV0soyPhelVs9Y,https://api.spotify.com/v1/audio-analysis/2etHQJxIbV0soyPhelVs9Y,155884,4,0.009191063303814,0.0123382918399127
"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",CARNIVAL,spotify:track:3w0w2T288dec0mgeZZqoNN,0.594,0.811,1,-5.746,1,0.159,0.189,0.0,0.339,0.311,148.144,audio_features,3w0w2T288dec0mgeZZqoNN,https://api.spotify.com/v1/tracks/3w0w2T288dec0mgeZZqoNN,https://api.spotify.com/v1/audio-analysis/3w0w2T288dec0mgeZZqoNN,264324,4,0.0433851027581709,0.0582411459523707
21 Savage,redrum,spotify:track:52eIcoLUM25zbQupAZYoFh,0.625,0.733,2,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,172.09,audio_features,52eIcoLUM25zbQupAZYoFh,https://api.spotify.com/v1/tracks/52eIcoLUM25zbQupAZYoFh,https://api.spotify.com/v1/audio-analysis/52eIcoLUM25zbQupAZYoFh,270698,4,0.0324682085719716,0.0435860595926806
"Jax Jones, Au/Ra",i miss u (with Au/Ra),spotify:track:7CH8J4ulT49UfZwSDSkSZA,0.668,0.726,9,-7.512,1,0.0468,0.0387,0.0,0.134,0.453,124.075,audio_features,7CH8J4ulT49UfZwSDSkSZA,https://api.spotify.com/v1/tracks/7CH8J4ulT49UfZwSDSkSZA,https://api.spotify.com/v1/audio-analysis/7CH8J4ulT49UfZwSDSkSZA,172143,4,0.009390003361755,0.0126053534858167
Olivia Rodrigo,deja vu,spotify:track:61KpQadow081I2AsbeLcsb,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,audio_features,61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/tracks/61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/audio-analysis/61KpQadow081I2AsbeLcsb,215508,4,0.0158346380075242,0.0212567772039099
Michael Bublé,Santa Claus Is Coming to Town,spotify:track:5Ber68jZ7ytegr2UISEdb7,0.594,0.389,10,-7.109,1,0.0517,0.785,0.0,0.0313,0.396,122.331,audio_features,5Ber68jZ7ytegr2UISEdb7,https://api.spotify.com/v1/tracks/5Ber68jZ7ytegr2UISEdb7,https://api.spotify.com/v1/audio-analysis/5Ber68jZ7ytegr2UISEdb7,171093,4,0.0112350125119578,0.0150821356153735
Michael Patrick Kelly,Beautiful Madness,spotify:track:4tfLFDGypUWad5AT6772If,0.705,0.765,8,-6.479,0,0.037,0.222,0.000124,0.07,0.93,90.051,audio_features,4tfLFDGypUWad5AT6772If,https://api.spotify.com/v1/tracks/4tfLFDGypUWad5AT6772If,https://api.spotify.com/v1/audio-analysis/4tfLFDGypUWad5AT6772If,175406,4,0.0077256207532653,0.0103710485226141
Arctic Monkeys,505,spotify:track:58ge6dfP91o9oXMzq3XkIS,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,audio_features,58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4,0.0063471906444314,0.0085206126805872
Goodboys,Bongo Cha Cha Cha,spotify:track:7J4zszAZxAyowZp7gNUIUI,0.817,0.974,5,-5.703,0,0.0473,0.00664,0.255,0.0651,0.973,126.006,audio_features,7J4zszAZxAyowZp7gNUIUI,https://api.spotify.com/v1/tracks/7J4zszAZxAyowZp7gNUIUI,https://api.spotify.com/v1/audio-analysis/7J4zszAZxAyowZp7gNUIUI,113128,4,0.0128855943898878,0.0172979141648608
"Black Eyed Peas, Shakira",GIRL LIKE ME,spotify:track:2vBET2pmrQqafaS6zIaYta,0.964,0.486,2,-8.891,1,0.188,0.0194,0.04,0.0694,0.318,124.058,audio_features,2vBET2pmrQqafaS6zIaYta,https://api.spotify.com/v1/tracks/2vBET2pmrQqafaS6zIaYta,https://api.spotify.com/v1/audio-analysis/2vBET2pmrQqafaS6zIaYta,220659,4,0.0088498585804139,0.0118802508804167
Azahriah,mariana.árok,spotify:track:4iLTcaEz2yfnUDkO5XTe3B,0.621,0.663,4,-9.421,0,0.061,0.614,0.00824,0.104,0.376,102.979,audio_features,4iLTcaEz2yfnUDkO5XTe3B,https://api.spotify.com/v1/tracks/4iLTcaEz2yfnUDkO5XTe3B,https://api.spotify.com/v1/audio-analysis/4iLTcaEz2yfnUDkO5XTe3B,244660,4,0.059538752360393,0.0799261715564483
Ali Gatie,It's You,spotify:track:6moU77g9RQyMzHNuKEaQKq,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,audio_features,6moU77g9RQyMzHNuKEaQKq,https://api.spotify.com/v1/tracks/6moU77g9RQyMzHNuKEaQKq,https://api.spotify.com/v1/audio-analysis/6moU77g9RQyMzHNuKEaQKq,212607,4,0.0096592043285751,0.0129667349693753
Imagine Dragons,Demons,spotify:track:5qaEfEh1AtSdrdrByCP7qR,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,audio_features,5qaEfEh1AtSdrdrByCP7qR,https://api.spotify.com/v1/tracks/5qaEfEh1AtSdrdrByCP7qR,https://api.spotify.com/v1/audio-analysis/5qaEfEh1AtSdrdrByCP7qR,177507,4,0.006009801279579,0.0080676935449412
Peggy Gou,(It Goes Like) Nanana - Edit,spotify:track:23RoR84KodL5HWvUTneQ1w,0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,audio_features,23RoR84KodL5HWvUTneQ1w,https://api.spotify.com/v1/tracks/23RoR84KodL5HWvUTneQ1w,https://api.spotify.com/v1/audio-analysis/23RoR84KodL5HWvUTneQ1w,231545,4,0.0132607255940688,0.0178014988016376
"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT","Let Me Go (with Alesso, Florida Georgia Line & watt)",spotify:track:5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,audio_features,5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,174800,4,0.0074441828396816,0.0098428421841542
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),spotify:track:0hquQWY3xvYqN4qtiquniF,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,audio_features,0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907,4,0.0112491360945391,0.0148738247932874
Dua Lipa,Training Season,spotify:track:6Qb7YsAqH4wWFUMbGsCpap,0.812,0.587,5,-4.483,0,0.0477,0.0349,2.64e-06,0.123,0.664,123.041,audio_features,6Qb7YsAqH4wWFUMbGsCpap,https://api.spotify.com/v1/tracks/6Qb7YsAqH4wWFUMbGsCpap,https://api.spotify.com/v1/audio-analysis/6Qb7YsAqH4wWFUMbGsCpap,209488,4,0.0320967441564239,0.0424389344217618
"Young Thug, J. Cole, Travis Scott",The London (feat. J. Cole & Travis Scott),spotify:track:7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,audio_features,7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/tracks/7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/audio-analysis/7DcvwMAiqKJQD1rrdfxSDx,200107,4,0.010944342050521,0.0144708202273666
Sia,Santa's Coming for Us,spotify:track:1N1ZpYUJc9fwrqk53FGgWv,0.668,0.857,1,-4.485,1,0.0994,0.0202,0.0,0.047,0.718,93.01,audio_features,1N1ZpYUJc9fwrqk53FGgWv,https://api.spotify.com/v1/tracks/1N1ZpYUJc9fwrqk53FGgWv,https://api.spotify.com/v1/audio-analysis/1N1ZpYUJc9fwrqk53FGgWv,206539,4,0.0109007171733342,0.0144131385730199
"ercsé, GNOV, Popa",Szoke hajú lány,spotify:track:1Jsv0Yyz2pIoRmWubfjr8x,0.814,0.601,5,-8.023,1,0.086,0.205,0.0,0.131,0.326,90.007,audio_features,1Jsv0Yyz2pIoRmWubfjr8x,https://api.spotify.com/v1/tracks/1Jsv0Yyz2pIoRmWubfjr8x,https://api.spotify.com/v1/audio-analysis/1Jsv0Yyz2pIoRmWubfjr8x,213333,4,0.0095128095576487,0.0125780203442524
"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),spotify:track:6fRxMU4LWwyaSSowV441IU,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,6fRxMU4LWwyaSSowV441IU,https://api.spotify.com/v1/tracks/6fRxMU4LWwyaSSowV441IU,https://api.spotify.com/v1/audio-analysis/6fRxMU4LWwyaSSowV441IU,227395,4,0.0097713993165006,0.0129199327128269
Ariana Grande,34+35,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,audio_features,6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/audio-analysis/6Im9k8u9iIzKMrmV7BWtlF,173711,4,0.0126886974192579,0.0167772405527833
Follow The Flow,Anyám Mondta,spotify:track:2G4Ke0bTohNdJk0RhpPX7h,0.708,0.664,11,-7.002,0,0.0347,0.0668,0.0,0.16,0.686,116.016,audio_features,2G4Ke0bTohNdJk0RhpPX7h,https://api.spotify.com/v1/tracks/2G4Ke0bTohNdJk0RhpPX7h,https://api.spotify.com/v1/audio-analysis/2G4Ke0bTohNdJk0RhpPX7h,236813,4,0.0210252952131317,0.0278000510082794
"Beton.Hofi, gyuris, Beatrick",HOLNAP,spotify:track:7GuOjfD2btfoHsZMVy261f,0.638,0.45,8,-10.476,0,0.252,0.593,1.55e-06,0.111,0.179,84.866,audio_features,7GuOjfD2btfoHsZMVy261f,https://api.spotify.com/v1/tracks/7GuOjfD2btfoHsZMVy261f,https://api.spotify.com/v1/audio-analysis/7GuOjfD2btfoHsZMVy261f,203845,4,0.01691872652841,0.0223702666581904
"The Chainsmokers, Kelsea Ballerini",This Feeling,spotify:track:4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,audio_features,4NBTZtAt1F13VvlSKe6KTl,https://api.spotify.com/v1/tracks/4NBTZtAt1F13VvlSKe6KTl,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,197947,4,0.0081973682754294,0.0108387184998125
"Rico, Miss Mood, T. Danny",12 hónap,spotify:track:6OBxGjEbNogj6SB0VjTJX7,0.581,0.6,3,-6.509,0,0.0586,0.646,0.0,0.0695,0.726,203.958,audio_features,6OBxGjEbNogj6SB0VjTJX7,https://api.spotify.com/v1/tracks/6OBxGjEbNogj6SB0VjTJX7,https://api.spotify.com/v1/audio-analysis/6OBxGjEbNogj6SB0VjTJX7,188235,4,0.0097950739027335,0.0129512357075389
Follow The Flow,Maradok Távol,spotify:track:6rp8bq0lhkIosumUPlTFfB,0.653,0.823,11,-4.912,0,0.0482,0.103,1.91e-06,0.212,0.519,108.943,audio_features,6rp8bq0lhkIosumUPlTFfB,https://api.spotify.com/v1/tracks/6rp8bq0lhkIosumUPlTFfB,https://api.spotify.com/v1/audio-analysis/6rp8bq0lhkIosumUPlTFfB,180048,4,0.0188964199515936,0.0249852110613921
Follow The Flow,Nem Tudja Senki,spotify:track:0XlgY6Jrh51dY2Bfepj9hK,0.401,0.648,1,-6.485,1,0.18,0.314,0.0,0.129,0.278,83.976,audio_features,0XlgY6Jrh51dY2Bfepj9hK,https://api.spotify.com/v1/tracks/0XlgY6Jrh51dY2Bfepj9hK,https://api.spotify.com/v1/audio-analysis/0XlgY6Jrh51dY2Bfepj9hK,217826,4,0.0240875598622842,0.0318490364129705
Doja Cat,Streets,spotify:track:60ynsPSSKe6O3sfwRnIBRf,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,audio_features,60ynsPSSKe6O3sfwRnIBRf,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf,226987,4,0.0132375675782619,0.0175029672673221
Gaullin,Moonlight,spotify:track:0A5gdlrpAuQqZ2iFgnqBFW,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.957,audio_features,0A5gdlrpAuQqZ2iFgnqBFW,https://api.spotify.com/v1/tracks/0A5gdlrpAuQqZ2iFgnqBFW,https://api.spotify.com/v1/audio-analysis/0A5gdlrpAuQqZ2iFgnqBFW,173067,4,0.0075954423859455,0.010042840474737
"Sigala, Ella Eyre, Meghan Trainor, French Montana",Just Got Paid,spotify:track:5CpkVOosLFc83LbwqO6hnI,0.734,0.921,6,-1.936,0,0.0865,0.0332,0.0,0.197,0.65,120.057,audio_features,5CpkVOosLFc83LbwqO6hnI,https://api.spotify.com/v1/tracks/5CpkVOosLFc83LbwqO6hnI,https://api.spotify.com/v1/audio-analysis/5CpkVOosLFc83LbwqO6hnI,218480,4,0.0086724005783664,0.0114668153763776
Band Aid,Do They Know It's Christmas? - 1984 Version,spotify:track:0247StOpd3AkeBQzANX4Zf,0.598,0.643,0,-6.933,1,0.0364,0.164,3.35e-05,0.0992,0.349,115.41,audio_features,0247StOpd3AkeBQzANX4Zf,https://api.spotify.com/v1/tracks/0247StOpd3AkeBQzANX4Zf,https://api.spotify.com/v1/audio-analysis/0247StOpd3AkeBQzANX4Zf,222533,4,0.0114992934544256,0.015204587681249
d4vd,Romantic Homicide,spotify:track:1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,audio_features,1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631,4,0.010767306430561,0.0142367403148004
Taylor Swift,You Need To Calm Down,spotify:track:29fRTIKsJhLUJoldM89GZS,0.768,0.678,2,-5.604,1,0.0505,0.00838,0.0,0.0596,0.706,85.025,audio_features,29fRTIKsJhLUJoldM89GZS,https://api.spotify.com/v1/tracks/29fRTIKsJhLUJoldM89GZS,https://api.spotify.com/v1/audio-analysis/29fRTIKsJhLUJoldM89GZS,171387,4,0.0124729967427548,0.0164920369564238
