music,streams
Rise Up (feat. Vamero),"[19442, 20205, 20761, 20270, 20186, 21516, 19844, 21403, 21503, 21468, 21040, 22066, 22408, 21994, 22196, 22943, 22561, 21791, 21125, 19832, 20077]"
Cella,"[77315, 73998, 60968, 58083, 53069, 44308, 39841, 36016, 33743, 30481, 27588, 26483, 25446, 24384, 25282, 25549, 22299, 22503, 25791, 27371, 26403, 27555, 24493, 23442, 23623, 22917, 23898, 25700, 25167, 24598, 23127, 23706, 26527, 26594, 23347, 24022, 23383, 24770]"
12 hónap,"[32048, 32487, 35956, 33926, 32645, 28198, 27644, 26201, 25459, 24105, 23204, 24481, 23976, 23491, 23079, 22335, 20894, 20272, 22317, 22114, 20529]"
Wasted Love (feat. Lagique),"[19053, 48360, 57155, 54180, 60795, 55845, 62859, 65385, 67855, 66750, 72598, 74717, 75719, 75350, 78034, 80809, 81344, 79536, 76682, 75404, 73009, 73160, 74059, 73931, 72734, 65825, 62148, 60491, 59703, 59144, 57035, 55559, 52747, 51610, 49314, 40062, 39225, 37266, 36040, 37947, 40557, 38525, 39988, 33046, 37370, 39058, 38834, 39470, 40022, 41517, 41637, 39673, 38846, 38283, 37446, 37948, 37619, 35528, 37427, 33745, 34985, 36670, 34892, 35280, 33881, 32848, 32282, 32046, 31374, 29533, 28665, 28675, 28735, 28136, 26609, 26801]"
Counting Stars,"[18717, 19609, 18916, 18830, 19381, 19254, 19581, 19048, 22171, 23285, 21362, 20903, 20172, 21301, 20837, 21199, 21694, 20979, 22122, 22529, 22134, 21760, 21922, 22501, 23118, 21761, 22763, 27038, 22907, 23353, 23718, 24840, 24718, 24851, 25326, 25442, 25205, 24926, 24969, 25208, 26198, 27564, 27445, 29515, 27796, 28334, 29676, 30348, 32949, 29320, 28241, 28430, 28816, 27871, 26434, 24435, 30711, 29983, 29829, 31298, 31924, 31771, 32318, 33008, 33701, 34043, 35079, 36047, 37304, 36577, 34503, 38088, 37601, 36826, 35470, 34553, 35773, 37735, 37790, 37999, 39115, 38494, 37843, 38171, 37139, 35850, 36638, 35679, 34526, 37385, 34474, 38620, 38831, 42170, 41088, 39521, 38806, 38613, 38956, 41355, 42790, 41626, 43610, 40317]"
Hold On,"[49794, 49591, 63069, 55221, 46692, 45407, 44079, 42605, 37197, 31062, 27368, 23429, 24727, 23036, 20182, 23377]"
Leave The Door Open,"[33736, 31465, 30948, 29785, 28887, 32383, 34138, 36258, 34549, 34568, 35981, 33594, 32806, 31972, 30753, 30652, 29225, 30025, 28794, 27262, 25870, 26498, 26818, 24127, 22822]"
Peaches (feat. Daniel Caesar & Giveon),"[78111, 95507, 100187, 108819, 101185, 97118, 93889, 88928, 84084, 77344, 74305, 76153, 74577, 74022, 71288, 71694, 69516, 66112, 64780, 61780, 61516, 60946, 55655, 51470, 47566, 46683, 44956, 42066, 41858, 41363, 38975, 37426, 30452, 28870, 28133, 27087, 26706, 28686, 25298, 25090, 24354, 24217, 23664, 24048, 23206, 22961, 24068, 24781, 23072, 24897, 25241, 24949, 25771, 24226, 26872, 32742]"
Pók,"[49115, 73372, 59590, 55895, 47321, 40551, 34689, 32439, 32259, 31221, 29437, 29249, 36843, 32372, 29321, 26593, 27318, 28854, 28208, 26681, 25891, 25524, 27424, 27981, 27075, 30457, 31609, 31482, 32251, 31076, 30019, 29926, 25576, 25669, 24941, 27285, 27091, 30736, 27262, 23776, 23874, 24386, 25651, 29353, 26892, 25340, 25161, 23612, 26721, 61740, 42666, 35219, 34819, 36249, 33413, 33091, 31644, 31551, 32491, 29168, 26767, 28516, 36549, 32218, 30045, 28323, 27095, 28001, 28977, 26833]"
BED,"[23860, 25853, 24898, 29322, 33106, 40446, 48411, 59560, 65067, 66279, 64512, 66335, 68379, 68997, 66079, 64941, 65612, 63256, 63636, 65969, 66408, 66559, 58728, 55773, 52019, 48385, 45537, 41293, 38072, 35932, 34984, 33953, 29865, 29133, 28780, 27392, 27473, 27638, 26339, 30758, 29887, 29280, 29641, 29644, 30062, 29541, 28552, 28153, 28315, 28305, 28417, 28573, 26527, 27912, 24187, 24933, 26485, 25781, 24976]"
Beautiful Mistakes (feat. Megan Thee Stallion),"[22437, 25688, 24921, 26477, 27878, 29312, 28232, 29651, 29098, 27700, 28495, 29664, 30728, 29119, 28533, 27911, 25520, 23982, 22988, 21939, 21725]"
The Real Slim Shady,"[19947, 22289, 21471, 25692, 25786, 25591, 24678, 24503, 24912, 26255, 27640, 28248, 28393, 25729, 25795, 25452, 26392, 26307, 25181, 25721, 26341, 26706, 25979, 26366, 27239, 29727, 33160, 33886, 33940, 31946, 31834, 32533, 29955, 30050, 30861, 31197, 30542, 30766, 30521, 33623, 27871, 30433, 32344, 33639, 34622, 36074, 37120, 41054, 43120, 38426, 37664, 36828, 36856, 37637, 37220, 38689, 35858, 35781, 35394, 35054, 35825, 34465, 33514, 32586, 33516, 32096, 31289, 30339, 29898, 30909, 31713, 31791, 31980, 31712, 32062, 32505, 31961, 33705, 33689, 34120, 34214, 34991, 40206, 42816, 43379, 41951, 43346, 41901, 42299, 42813, 40179, 42281, 37439, 40928, 42282, 42973, 42114, 40886, 40191, 42029, 42183, 41458, 41229, 39701, 40373, 40015, 43730, 42125, 43593, 42472, 40546, 38445, 38721, 41135, 41327, 41452, 41952, 40411, 38628, 37147, 37257, 35816, 35222, 35002, 35077, 40293, 58718, 53105, 52577, 46303, 42288, 45009, 44031, 42617, 40461, 39477, 38367]"
Ghost,"[19268, 24852, 27647, 28070, 27632, 27119, 27619, 30833, 29024, 26502, 25646, 28289, 30846, 30966, 29943, 31280, 30774, 31544, 35539, 34876, 38557, 36220, 36499, 35344, 36214, 36945, 33114, 35995, 34796, 32574, 28858, 27080, 26878, 26131, 26073, 29152, 42037, 26525]"
MONTERO (Call Me By Your Name),"[126462, 266374, 269880, 224358, 201303, 179470, 160024, 151563, 145822, 134302, 134480, 140694, 131883, 130128, 130402, 123246, 121393, 123654, 119104, 116770, 116553, 106340, 100934, 93701, 92047, 111287, 95803, 88237, 82262, 77808, 77703, 67830, 62359, 58908, 58161, 60572, 63530, 55945, 56250, 49243, 57952, 55048, 51863, 47973, 47088, 45945, 44939, 44123, 42575, 41888, 42692, 41373, 39442, 37740, 38941, 36482, 36191, 36802, 35202, 34706, 33180, 32041, 32206, 32913, 31886, 29908, 28670, 28052, 27600, 26941, 26360]"
Faszagyerek,"[30426, 73422, 72649, 71183, 68940, 66614, 63231, 60502, 59550, 57255, 56964, 54862, 49844, 47327, 45129, 45070, 44622, 42024, 39494, 41801, 42309, 41063, 38570, 37500, 38659, 38258, 35746, 39803, 39022, 39476, 39915, 38353, 42992, 39048, 38037, 38343, 39580, 40092, 46319, 41083, 42923, 44164, 44216, 42610, 43582, 40646, 39821, 39055, 37096, 36153, 34475, 32038, 31807, 31274, 33015, 30233, 31193, 32434, 30002, 29045, 28495, 27274, 28070, 29454, 31252, 31940, 30487, 30411, 29034, 27033]"
Runaway,"[22431, 28499, 51954, 61929, 61144, 57015, 51745, 48375, 42448, 32923, 27795, 26809, 22994, 21442, 20222]"
Beautiful Madness,"[21332, 20575, 23071, 22805, 23478, 22782, 22416, 22638, 22345, 24012, 28432, 26838, 25538, 23939, 22832, 22321, 22274, 22114, 21830, 22131, 22108, 21613]"
The Nights,"[20035, 18928, 19940, 22086, 23265, 21954, 21229, 21095, 21693, 21600, 22709, 24172, 23017, 22006, 20931, 21795, 22954, 23165, 21996, 21938, 21471, 20433, 21023, 21457, 22977, 23279, 23179, 23483, 23353, 23249, 23044, 23327, 24167, 24752, 25272, 25081, 27705, 25830, 26289, 28463, 27552, 28204, 27603, 26469, 27686, 29539, 28206, 27202, 26505, 25106, 24275, 34127, 34029, 33310, 36032, 35016, 35037, 37942, 35914, 35775, 33776]"
deja vu,"[39374, 40478, 52958, 51405, 49285, 46754, 47752, 71899, 64606, 60122, 49874, 43288, 40455, 39882, 37798, 35954, 32537, 29120, 27906, 26778, 25123, 23266]"
Régi mese,"[37329, 38029, 48598, 52323, 51149, 51320, 56044, 53438, 53932, 53471, 52682, 51444, 49580, 48594, 50155, 47498, 44191, 39764, 38367, 38911, 36797, 37038, 35091, 37461, 41277, 34620, 34619, 32753, 32362, 31930, 24868, 24970, 23657, 22633, 33799, 39981, 39380, 38872]"
Jerusalema (feat. Nomcebo Zikode),"[20690, 25219, 30167, 32978, 32433, 33957, 33239, 32270, 31811, 32479, 30103, 27137, 24649, 23023, 21179]"
RAPSTAR,"[71501, 70113, 65901, 64814, 59643, 55778, 54873, 49910, 47864, 52022, 44447, 42850, 38419, 35065, 32139, 30777, 30236, 28036, 27103, 22172, 21742, 21689]"
Kiss Me More (feat. SZA),"[53917, 54011, 75215, 84232, 84949, 84814, 82064, 78013, 77694, 77659, 73900, 76103, 74681, 73156, 72434, 73030, 69250, 69621, 67676, 63478, 59366, 55148, 53691, 53463, 50911, 49938, 46813, 45788, 45587, 41182, 38734, 37805, 36257, 36439, 38072, 36343, 36457, 31439, 41064, 37167, 35428, 34094, 32934, 31680, 29300, 27543, 27049, 27251, 26347, 27042, 27654, 27605, 28347, 27028, 27039, 26350, 25036]"
Ördög,"[37957, 34191, 30855, 28047, 26219, 26424, 26554, 28821, 30262, 30041, 27692, 28526, 28371, 28681, 29235, 29677, 27432, 27684, 29776, 29114, 28655, 27979, 27750, 28604, 28488, 34923, 34302, 34164, 34564, 32477, 33013, 32988, 36408, 36864, 37800, 37511, 33111, 26630, 27138, 27549, 27154, 27874, 27574, 27178, 26044, 23122, 23214, 26374, 27295, 27063, 28363, 31571, 28325, 30945, 31303, 27902, 29241, 32156, 29342, 25314, 32177]"
Szívedből minden kell,"[30541, 44494, 38188, 47842, 44576, 43655, 40462, 36735, 37049, 39572, 43237, 37896, 36711, 37351, 36529, 35854, 34492, 32752, 33256, 34755, 33322, 35002, 31138, 30145, 27727, 27908, 28000, 26738, 25804, 24833, 24734, 24890, 23741]"
Polizei,"[101286, 97475, 96601, 89018, 84978, 81004, 79931, 76033, 72910, 64779, 62230, 57430, 56065, 57909, 55697, 53054, 54918, 56385, 52641, 51850, 48699, 47877, 46772, 45328, 60276, 57354, 56472, 58665, 53993, 54697, 54862, 56983, 59619, 64485, 61653, 65255, 56130, 55915, 60424, 64690, 63558, 62251, 62975, 66810, 67626, 63852, 60700, 49949, 47438, 47077, 47135, 55898, 50165, 49790, 49256, 42650, 44684, 43788, 44202, 51909, 49511, 45188, 47775, 44158, 42729, 41269, 39659, 37653, 39586, 39575, 37976, 36191, 29017, 29812, 34772, 30891, 32306, 30441, 37229, 35131, 36435, 38319, 34747, 40207, 38844, 39599, 36631, 46229, 46187, 41662, 44837, 41778, 39561, 44544, 37773, 37395, 36956, 36205]"
aight,"[53416, 44916, 43372, 43142, 40258, 40145, 42823, 51037, 54002, 50481, 61485, 76876, 66542, 68993, 67541, 62298, 60023, 58711, 55034, 56759, 56817, 54999, 52226, 47966, 43722, 39703, 37286, 37921, 39847, 45277, 43323, 43169, 45437, 54650, 51009, 50039, 41757, 42735, 45296, 43659, 41794, 40249, 38867, 39641, 40854, 38945, 35063, 31231, 29958, 30952, 29403, 28820, 25747, 26712, 25787, 25715, 26559, 36686, 29766, 28682, 31712, 30241, 30404, 27072, 26842, 26101, 24358, 26883, 31992, 34093, 30054, 29937, 31940, 29587, 30327, 37631, 53438, 55231, 52277, 55669, 45579, 43568, 44151, 41697, 36164, 38245, 36848, 36758, 42758, 44041, 46644, 43116, 42024, 45212, 46578, 45558, 42446, 41398, 42317, 41141, 39750, 39045, 35473, 40656, 53797, 49991, 47447, 42720, 42227, 41880, 36867, 72368, 56517, 45815]"
Elbaszom a pénzem,"[24083, 23007, 19585, 20447, 26345, 31078, 27844, 27729, 27592, 25605, 24570, 24612, 24759, 26932, 28873, 29893, 28426, 26820, 25096, 24957, 24548]"
Wellerman - Sea Shanty,"[20984, 24709, 26169, 27694, 29610, 29756, 29834, 29604, 31148, 28660, 28635, 28834, 26515, 25874, 23265, 21607, 21184]"
Cover Me In Sunshine,"[19902, 22057, 22544, 23314, 23775, 25585, 24002, 25869, 25334, 25384, 25721, 24063, 23666, 23093, 22345, 22394, 23157, 22761]"
Mokambo Gang,"[156164, 132578, 106853, 95490, 86607, 79434, 78405, 73757, 63755, 59758, 57149, 56431, 55710, 55019, 54259, 51854, 52705, 49378, 47449, 45271, 44332, 44822, 41737, 47519, 48196, 51583, 50489, 45176, 43454, 38392, 36828, 37099, 38161, 38218, 48789, 42847, 44137, 44604, 45694, 43922, 42318, 41526, 44436, 45733, 44560, 41952, 40417, 41320, 43283, 40074, 42604, 37620, 39277, 40281, 39347, 39152, 37474, 36622, 37267, 37291, 34151, 32924, 35839, 36214, 35886, 33089, 32960, 31277, 30425, 31328, 30380]"
Save Your Tears (with Ariana Grande) (Remix),"[68711, 69761, 63435, 60482, 56430, 65484, 65478, 62015, 58067, 56974, 58089, 54834, 52284, 50597, 47531, 48797, 41009, 36700, 36824, 33154, 32390, 32089, 32705, 30766, 30978, 31010, 28891, 26873, 27197, 27107, 24483, 25110, 25838, 30702, 29089, 26518, 25450, 25277, 25878, 25153, 24492, 24648, 25821, 27892]"
Szomorú séta,"[37786, 35227, 31438, 34097, 32841, 33521, 34195, 32617, 31984, 32277, 30745, 29216, 28628, 27056, 27485, 27190, 26118, 24358, 23527, 24224, 22123, 22415, 21539, 22803, 22003, 21180, 24103, 24352, 27238]"
Freaks,"[22308, 29446, 30275, 28849, 29340, 28088, 28416, 25227, 25952, 27253, 28624, 30954, 29146, 29005, 28985, 29251, 27945, 27256, 25683, 26638, 27256, 25433, 24942, 23074, 22270, 23725, 21199, 20838, 21385, 23331, 23620, 23169, 23377, 23865, 23588, 23511, 22890]"
Rasputin,"[21061, 26485, 34338, 37530, 38154, 43871, 48462, 52518, 52844, 52451, 53112, 50055, 51328, 45799, 43653, 46575, 38116, 33265, 30769, 29795, 28419, 27140, 25106, 23979, 23471, 23607, 21272, 32646, 23353, 23410, 23191, 23584]"
Where The Lights Are Low,"[19451, 20308, 20581, 20722, 21046, 23781, 24569, 26888, 26873, 25312, 25754, 25006, 24980, 24811, 25384, 25558, 23882, 22335, 21961, 21820, 21553, 21328, 20597]"
Üres Szívek 2,"[21303, 27537, 28492, 26787, 27341, 27515, 26409, 27675, 30005, 31137, 30468, 29920, 30443, 31757, 34977, 32445, 30969, 30791, 31372, 32423, 30787, 36027, 34253, 32378, 33018, 31056, 29909, 27989, 29390, 25074, 25427, 23326, 24030]"
Sacrifice,"[20774, 20433, 20361, 21349, 21293, 21441, 24186, 28905, 28109, 25629, 24316, 23008, 22783, 22123, 84948, 64118, 45177, 41106, 34894, 28912, 23981]"
good 4 u,"[90998, 200350, 210506, 197557, 179188, 160441, 161841, 161975, 155067, 151279, 142692, 137104, 134718, 132909, 123176, 115351, 104255, 98299, 97845, 92702, 86564, 86094, 81285, 79163, 71479, 67592, 64247, 63192, 59488, 61332, 56278, 56454, 49616, 63170, 58496, 57887, 55196, 54916, 53952, 53038, 50914, 50456, 53326, 50648, 51630, 56653, 58711, 62251, 57771, 56576, 56372, 53478, 50410, 46446, 43290, 41189, 38263, 38246, 35945, 32907, 32941, 31896, 30623, 30435, 29999, 28999, 27643, 28600]"
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,"[30335, 21083, 23058, 25113, 33074, 39520, 36834, 36341, 35180, 31385, 29228, 27666, 27373, 27078, 23917, 22386, 21398]"
ZITTI E BUONI,"[75872, 128806, 112336, 101290, 90838, 92520, 83571, 75369, 69327, 59010, 52342, 48298, 44734, 37015, 35069, 33179, 32194, 29259, 31354, 31659, 35507, 33615, 32193, 31264, 29718, 31507, 28326, 29031, 29792, 26630, 24068, 23851, 22821, 24752, 35681]"
I WANNA BE YOUR SLAVE,"[51530, 156523, 174742, 205328, 185359, 182143, 178774, 162562, 158102, 144571, 135277, 128280, 122326, 109624, 101531, 93462, 88640, 84587, 83687, 82358, 80418, 76055, 74298, 67736, 65263, 67120, 62591, 64510, 64706, 58418, 58532, 48911, 54426, 51156, 48894, 46783, 46642, 47809, 47069, 44502, 42617, 41667, 39390, 39884, 39395, 37591, 40136, 36242, 37083, 38001, 37157, 41446, 36014, 33853, 33741, 34318, 32569, 29899, 28892, 30025, 30613, 29338, 28655, 29651, 28995, 27212, 27818, 30119, 29273, 34017, 31475, 30297, 28769, 29799, 35009, 48622, 43537, 37553, 35388, 36699, 38084, 38328, 44380, 41852, 41480, 43269, 44876, 46830, 45441]"
traitor,"[38994, 43409, 38369, 33607, 28410, 28358, 31379, 32703, 33623, 31530, 31245, 30718, 30137, 27911, 26532, 24010, 23939, 24639, 23471, 23835, 23134, 22487, 23262, 21388, 20865]"
Heartbreak Anthem (with David Guetta & Little Mix),"[33630, 31358, 32672, 36219, 36240, 38213, 41743, 44382, 48394, 51375, 50284, 51717, 51650, 47927, 43851, 40731, 39232, 39097, 38957, 37553, 36437, 36853, 36666, 32949, 33151, 32990, 32019, 31025, 29958, 29600, 29838, 33193, 33447, 32110, 31491, 32140, 32631, 32710, 31941, 31293, 30861, 29634, 30725, 31242, 29611, 30911, 27985, 29536, 31604, 30506, 29955, 28990, 26370, 25451]"
"jealousy, jealousy","[31764, 28101, 27917, 27473, 25087, 26440, 30687, 28417, 30886, 29329, 32442, 34362, 34023, 31277, 28679, 24630, 24899, 23404, 22434, 21212]"
Love Tonight (Edit),"[21392, 21763, 29371, 31173, 35741, 42806, 59222, 60558, 60658, 63568, 66164, 68231, 70412, 71596, 67299, 62344, 61273, 58343, 54092, 50117, 48421, 42808, 41335, 42311, 37213, 35979, 35884, 38031, 38953, 37731, 39087, 31815, 42412, 35552, 35485, 34064, 33168, 33609, 32992, 31697, 30864, 30493, 29236, 28109, 28964, 26107, 28355, 24903, 25614, 26768, 25713, 26480, 25419, 24729, 25606, 25139, 24904]"
"Calabria (feat. Fallen Roses, Lujavo & Lunis)","[20716, 20311, 19457, 20230, 19845, 23507, 22401, 25559, 25808, 28455, 32046, 29604, 28680, 27409, 25871, 25318, 22589]"
Mind1,"[114454, 192167, 224724, 250529, 226028, 239025, 227605, 233856, 220893, 213076, 204320, 200202, 183605, 178974, 175280, 171632, 163197, 148018, 165002, 152025, 144478, 148691, 138763, 159767, 160971, 156952, 156963, 176099, 167370, 171543, 139001, 141521, 145969, 141620, 135545, 134206, 132600, 129536, 120874, 111821, 104792, 99259, 97553, 98991, 99335, 107026, 99575, 102847, 101166, 94188, 94718, 167894, 146430, 130936, 137033, 129121, 119511, 109019, 105789, 102760, 96184, 90526, 89845, 90000, 96377, 101517, 86927, 81463, 76516, 72093, 70223, 63548, 61429, 61455, 60731, 57600, 56585, 53448, 58263, 60540, 54693, 60817, 53365, 57804, 55457, 55871, 53911, 52259, 51880, 52770, 53415, 54880, 65137, 94926, 104132, 100838, 108098, 91449, 89638, 93196, 88246, 85065, 84940, 83742, 88289, 90953, 91550, 93275, 88191, 90313, 95783, 99358, 98942, 99441, 95118, 93622, 96604, 99741, 89336, 94668, 87673, 82436, 87313, 90045, 115195, 108935, 107387, 110150, 106179, 103580, 98106, 99727, 95169, 93466, 84602, 85335, 88498, 95886, 94068, 91722, 91983, 94444, 98682, 96603, 99776, 101863, 101304, 108472, 103887, 122250, 113916, 108119, 110968, 112734, 118225, 144390, 270802, 227580, 198185, 172578, 159857, 156292, 154067]"
Beggin',"[52475, 104647, 142173, 155808, 175460, 178053, 176539, 173819, 166041, 162288, 152776, 148821, 136067, 124872, 117616, 111142, 110095, 107575, 101647, 97697, 92105, 92256, 82123, 76553, 74749, 71312, 70940, 70328, 66396, 66644, 54056, 63041, 62492, 59876, 56992, 56851, 58547, 52351, 45577, 42365, 41608, 39902, 40280, 39851, 38051, 39560, 37035, 36839, 36829, 35803, 40186, 36760, 34331, 34376, 34231, 33140, 31422, 30960, 30737, 30957, 29715, 29017, 29172, 28768, 27050, 27299, 39057]"
Leave Before You Love Me (with Jonas Brothers),"[24304, 24140, 22913, 23928, 23758, 24305, 24096, 24368, 24316, 23842, 23372, 24537, 26134, 28111, 28706, 28989, 29635, 31253, 31683, 31630, 31802, 33433, 30877, 31546, 29662, 28575, 25494, 21935, 23450, 23671, 24073, 24128, 23979, 23794, 24247, 26507, 26794, 27206, 29750, 26542, 28189, 28621, 27351, 27598, 26732, 26246, 25136, 25166]"
Ramenez la coupe à la maison,"[22487, 23171, 29573, 60214, 68120, 58277, 48341, 39873, 33333, 29281, 27902, 27109, 23786, 22726, 42384, 30007]"
Éget a nap,"[19812, 117315, 141356, 136150, 130692, 124807, 119627, 114086, 107088, 102832, 102814, 103363, 97524, 89773, 82329, 81073, 75626, 67818, 83995, 78446, 74068, 78365, 75779, 75131, 73941, 66544, 64407, 64648, 72666, 88529, 76299, 79753, 82362, 85161, 81419, 79896, 83819, 95299, 94141, 91419, 82980, 81959, 81991, 91658, 98346, 119346, 111196, 107021, 122182, 112742, 114259, 111904, 106223, 121214, 140838, 146788, 152945, 137288, 128863, 130268, 123401, 115865, 115176, 107554, 100968, 100362, 69710, 64710, 65154, 64725, 63166, 58007, 54380, 53875, 62812, 62883, 58839, 58133, 57788, 54670, 52251, 57751, 58148, 67504, 60228, 52836, 55210, 55166, 60804, 57529, 61751, 54328, 51751, 59114, 57421, 57348, 47274, 43652, 41422, 48368, 57983, 67362, 62657, 66845, 72850, 73660, 78088, 84653, 85548, 84555, 82219, 79757, 75920, 73464, 70214, 74739, 69892, 71451, 61691, 61541, 52036, 57687, 59460, 56804, 55019, 54547, 58264, 43651, 42982, 45131, 45029, 41050, 44251, 52839, 42236, 42665, 44900, 41751, 41517, 40936, 43697, 45365, 45005, 46306, 46939, 49880, 53140, 54498, 48121, 53160, 59452, 62539, 56826, 57098, 64699, 60227, 60263, 64265, 72669, 69119, 65282]"
By Your Side (feat. Tom Grennan),"[24474, 24403, 35227, 36514, 39430, 39798, 42488, 39590, 40348, 40356, 36177, 34120, 32794, 32441, 30925, 29965, 27435, 25705, 25232, 24393]"
Need to Know,"[29231, 22126, 23880, 19940, 22791, 37211, 50622, 56964, 69225, 82147, 80463, 73757, 65917, 61658, 58888, 53696, 49969, 48312, 45938, 43840, 37949, 35920, 34222, 32242, 31881, 32734, 31408, 32376, 28646, 32466, 34215, 32891, 31624, 32199, 31508, 31143, 29814, 28970, 29891, 29717, 30108, 29794, 29489, 29946, 27507, 29376, 27852, 25039]"
OFFWHITE,"[26916, 23380, 24767, 28173, 27751, 27007, 25913, 25681, 27736, 27278, 29555, 30375, 27882, 27121, 25800, 25142, 24528, 24916, 26477, 24606, 22299, 25778, 28833, 29558, 29458, 30805, 31509, 31711, 29423, 30367, 29189, 27256, 29046, 30355, 29661, 27354, 24966, 27274, 24627, 25443, 26210, 26263, 27686, 26338, 33124, 32857, 31813, 31573, 29098, 26672, 27234, 28861, 30069, 30871, 32228, 32412, 34044, 35478, 34319, 38442, 37212, 45463, 52451, 58860, 62141, 66764, 64062, 65326, 61017, 61706, 62319, 55508, 55377, 55211, 52238, 53575, 57321, 52744, 52701, 42470, 46623, 47308, 47466, 45918, 44344, 42966, 43413, 43442, 42923, 41556, 40954, 39413, 39609, 41478, 38055, 39029, 40978, 40062, 40353, 41349, 38708, 38868, 37077, 40712, 41090, 39313, 40279, 44649, 50455, 55802, 44609, 43671, 45790, 45744, 47617, 45121, 44370, 50067, 43077, 40277, 37029, 36329, 36294, 35732, 38196]"
