artist_names,track_name,streams,release_week,weeks_after_release,occurence_percentage,log_occurence,normalized_streams,popularity_score1,popularity_score2,popularity_score_log,popularity_log_normalized,uri
"Majka, Horváth Tamás",Meztelen,107,2019-01-03,289,37.0242214532872,3.6115723323375652,0.0051171905461503235,0.018481103795775864,0.051005037070093816,-2.9758308850545885,54.242209173665685,spotify:track:2dsbdPTyFRLJzJsgv8RISq
"Don Omar, Lucenzo",Danza Kuduro,107,2019-01-03,289,37.0242214532872,3.6115723323375652,0.004077421812807615,0.014725903806405661,0.040641255946413254,-3.202971571996196,47.54356091578639,spotify:track:2a1o6ZejUi8U3wzzOtCOYw
Pogány Induló,Gettó csirke,106,2022-07-07,106,100.0,4.605170185988092,0.005722322376691988,0.026352268403754462,0.07258211223666967,-2.6230367754345383,64.64652589744122,spotify:track:1PLekMr5mC9sf0n37TWv5G
Bagossy Brothers Company,Valahol Itt,106,2019-02-14,283,37.455830388692576,3.6231623824569206,0.004549849557529258,0.01648484376267827,0.04540424231624059,-3.0921497352113687,50.811828322693145,spotify:track:4yaocgESiM55W0q8I8545J
The Weeknd,Save Your Tears,106,2020-03-26,225,47.11111111111111,3.852508877895738,0.0052616672950683094,0.020270619966784316,0.05583141424464239,-2.8854185887135957,56.90857502616993,spotify:track:5QO79kh1waicV47BqGRL3g
OneRepublic,Counting Stars,104,2019-01-03,289,35.98615916955018,3.583134397017032,0.00309461198432489,0.011088410646455646,0.030416087912280353,-3.49278360291014,38.99666039288171,spotify:track:2tpWsVSb9UEmDRxAl1zhX1
Farruko,Pepas,104,2021-06-24,160,65.0,4.174387269895637,0.0069173605887632664,0.028875741983011165,0.0792076641721717,-2.535682214993004,67.22271549164601,spotify:track:5fwSHlTEWpluwOM0Sxnh5k
XXXTENTACION,SAD!,104,2019-01-03,289,35.98615916955018,3.583134397017032,0.003857841943279842,0.013823166165221033,0.037917664732394794,-3.272338187553011,45.497857150814966,spotify:track:3ee8Jmje8o58CHK66QrVC2
"Coolio, L.V.",Gangsta's Paradise,104,2019-01-03,289,35.98615916955018,3.583134397017032,0.0032821946141373174,0.011760544419619467,0.03225978585828835,-3.433933844301887,40.73220957293297,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p
"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,103,2019-01-03,289,35.6401384083045,3.573472486105295,0.00654126279150382,0.023375022609823215,0.0639855153374454,-2.7490985440897626,60.928814824371386,spotify:track:3KkXRkHbMCARz0aVfEt68P
"Joel Corry, MNEK",Head & Heart (feat. MNEK),103,2020-07-09,210,49.047619047619044,3.8927916435002583,0.009640975322985296,0.037530308172509366,0.10273342401739445,-2.275617762051502,74.89232465806,spotify:track:6cx06DFPPHchuUAcTxznu9
"Dzsúdló, Azahriah",Várnék,101,2022-08-11,101,100.0,4.605170185988092,0.011151092506397895,0.05135267875165881,0.13997530989784376,-1.9662892297982555,84.01478995298648,spotify:track:0nQuoTxzDIVoWzaTgF5xtW
Carson Coma,Immunissá válunk,101,2022-03-10,123,82.11382113821138,4.4081063474569335,0.005628500879962338,0.024811030455628918,0.06762902659287884,-2.693718000625015,62.56205273518174,spotify:track:5yz7GjTUzj3bCB6LtzU6dV
Azahriah,figyelj,101,2022-08-11,101,100.0,4.605170185988092,0.009881052106921237,0.0455039265689885,0.12403298869500834,-2.087207710895927,80.44876053017964,spotify:track:1tAyEL10PQDcIvEL2o75wt
Azahriah,four moods,101,2022-08-11,101,100.0,4.605170185988092,0.013899273910368465,0.06400852181891098,0.17447215793812007,-1.745990103432856,90.51167247504773,spotify:track:1o0TkBcMTkkOg1KUeB4riK
Eminem,Lose Yourself,100,2019-01-03,289,34.602076124567475,3.5439136838637504,0.0033640136562463068,0.011921774029075813,0.0324258865107228,-3.428798208807254,40.883665554784756,spotify:track:1v7L65Lzy0j0vdpRjJewt1
Jason Derulo,Take You Dancing,99,2020-07-30,207,47.82608695652174,3.8675712428573124,0.006059669645117261,0.023436204060670894,0.06360472835880608,-2.7550674661352863,60.75278423381522,spotify:track:59qrUpoplZxbIZxk6X0Bm3
"Beton.Hofi, Hundred Sins",BAGIRA,99,2022-08-25,99,100.0,4.605170185988092,0.01588656045940066,0.07316031458552921,0.198553567967362,-1.6166963514461559,94.32469856985318,spotify:track:0M2QC4tPJmNqRhd4NfOZgz
DESH,Kukásautó,99,2021-12-09,136,72.79411764705883,4.287635150386629,0.006004930351140378,0.02574695044917301,0.0698759826953141,-2.6610332839876745,63.525963794490494,spotify:track:0D6Aewbxit6kZYncgVohxU
"Tiësto, Ava Max",The Motto,99,2021-11-11,140,70.71428571428572,4.258647613513377,0.006900483118021545,0.029386725962651798,0.07975415802705871,-2.528806400406007,67.42549141886916,spotify:track:18asYwWugKjjsihZ0YvRxO
"ByeAlex és a Slepp, Hiro",Így Hagysz El,99,2019-12-19,239,41.42259414225941,3.7238264841911706,0.0053035022679354315,0.0197493222043059,0.05359870868266603,-2.926230302936897,55.704989169034334,spotify:track:4FKC5sLNhKntZHZNxyHO5t
ekhoe,Costa Rica,99,2022-02-24,125,79.2,4.37197629882038,0.00741279625634007,0.03240856954070323,0.08795529586607026,-2.4309265951023487,70.3120829675135,spotify:track:3q8b8Rn1UB0bG9QG2yBgIQ
4s Street,Mesélek a bornak,99,2021-12-16,135,73.33333333333333,4.295015257684252,0.0049557881161942235,0.021285185572904486,0.057766967847122104,-2.8513381572009835,57.91364737253659,spotify:track:2uD4Fw5DjWGMffAs7RWSmd
"David Guetta, Bebe Rexha",I'm Good (Blue),98,2022-09-01,98,100.0,4.605170185988092,0.00936859641607045,0.043143980899842525,0.11683198696332048,-2.1470183850937525,78.68487280969894,spotify:track:4uUG5RXrOk84mYEfFvj3cK
Lewis Capaldi,Before You Go,98,2019-11-28,242,40.49586776859504,3.701199938501977,0.005449148726462868,0.020168388931272492,0.05461510281491445,-2.907444826148543,56.25899516001775,spotify:track:2gMXnyrvIjhVBUZwvLZDMP
Arctic Monkeys,I Wanna Be Yours,98,2019-01-03,289,33.910034602076124,3.523710976546231,0.004107832157674961,0.014474813263808848,0.03919715240139062,-3.2391511776460056,46.476581434390525,spotify:track:5XeFesFbtLpXzIVDNQP22n
"MEDUZA, Becky Hill, Goodboys",Lose Control,98,2019-10-17,248,39.516129032258064,3.676708918493681,0.0067158463259856084,0.02469221208198431,0.06686541528828799,-2.7050734068296145,62.2271683381406,spotify:track:7CHi4DtfK4heMlQaudCuHK
LMEN PRALA,Polizei,98,2021-04-15,170,57.647058823529406,4.054339227608401,0.006198068617728075,0.025129072732263513,0.06804841455571056,-2.6875358483822187,62.74437173715694,spotify:track:2WDRZdUzRYiv3JkdaMXU9p
Bruno X Spacc,Hátmasszázs,97,2021-12-09,136,71.32352941176471,4.267226278755422,0.004759215439176975,0.020308649188314515,0.05487189859633524,-2.902753926790629,56.397335345718844,spotify:track:29MOrJUChg9gigKjgMMGEP
"Beton.Hofi, ajsa luna, Hundred Sins, Beatrick",TISZALÖK,97,2022-09-08,97,100.0,4.605170185988092,0.007746124577368305,0.03567222196064613,0.09638270512136357,-2.3394285009158144,73.01047028629215,spotify:track:4Os68ICIOhJVOPfl53TjBP
"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,97,2021-09-30,146,66.43835616438356,4.196274542783137,0.008244986596998724,0.03459822736257392,0.09348088126631665,-2.3699983420311774,72.1089294144724,spotify:track:1HhNoOuqm1a5MXYEgAFl8o
Ariana Grande,7 rings,97,2019-01-24,286,33.91608391608392,3.523889353671622,0.008123332133972018,0.02862572362324257,0.07734378536633958,-2.5594950495174134,66.52044675833399,spotify:track:14msK75pk3pA33pzPVNtBF
Tóth Andi,Néztek,96,2021-06-24,160,60.0,4.0943445622221,0.006528026037280049,0.026727987907781855,0.07205271028364629,-2.630357340538388,64.43063374998019,spotify:track:2RvZC77XsiE9x434T6o1S2
Konyha,Százszor Visszajátszott - Radio Edit,96,2019-01-03,289,33.21799307958477,3.5030916893434956,0.0032091535581159313,0.011241959159263027,0.03030582134045067,-3.496415461472943,38.88955257630265,spotify:track:1twe8VH56PYRazRTKNk089
"Dynoro, Gigi D'Agostino",In My Mind,94,2019-01-03,289,32.52595155709342,3.482038280145663,0.006362582530172407,0.022154755930646367,0.05944881117120781,-2.822639653165429,58.760000294375416,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33
"Azahriah, DESH",RÉT,93,2020-11-12,192,48.4375,3.8802743071135657,0.009352279710705541,0.036289410674390205,0.09714770595145428,-2.3315227169068233,73.24362123336405,spotify:track:7EQq2RCCbFOR7XnN5J1vTv
"Azahriah, DESH",Felednéd,93,2022-05-26,112,83.03571428571429,4.419270807846253,0.005252843466084108,0.023213737787851428,0.0621437860449975,-2.77830444920995,60.067498042744205,spotify:track:3Mls3f2j9xGRqRRsoKA0Ef
"Post Malone, 21 Savage",rockstar (feat. 21 Savage),93,2019-01-03,289,32.17993079584775,3.4713429910289153,0.005320145020887624,0.018468048129515635,0.049439450127241234,-3.0070065879163717,53.32280072036232,spotify:track:0e7ipj03S05BNilyu5bRzt
"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,92,2021-01-21,182,50.54945054945055,3.9229520759603362,0.009307882900650778,0.03651437854790369,0.09751680285783033,-2.327730578823263,73.35545588310961,spotify:track:4cG7HUWYHBV6R6tHn1gxrl
"ByeAlex és a Slepp, Hiro",Hullik,92,2021-07-22,156,58.97435897435898,4.077102755787594,0.008198679107270275,0.03342685718206981,0.0892711411671524,-2.416077010550601,70.7500148282786,spotify:track:2PHgjJwswIHOhXexoizfT0
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),91,2021-07-15,157,57.961783439490446,4.059783887156633,0.009832106714497147,0.03991622841632006,0.10634426852159916,-2.2410736313918243,75.9110720422435,spotify:track:5HCyWlXZPP0y6Gqq8TgA20
Follow The Flow,A holnap küszöbén,91,2020-01-30,233,39.05579399141631,3.664991238939241,0.0037943510218447934,0.013906263252521324,0.03704887591167142,-3.2955172674662547,44.81427859265021,spotify:track:3oCLp8UO1RdZC4EYxgVu3v
